0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
12.315255,18719.004,3408.1128,4799.902,0.04817109,0.033144895,13.179607,146.31421,142893.64,4807.1035,18720.469,5946.513,7584.65,8762.417,2.7067024e-08,1.6325053e-08
14.95817,29754.098,3380.2268,4432.128,0.037939865,0.0501134,12.096477,160.40067,225959.64,4820.987,28399.844,8364.027,5809.948,13276.142,1.8248318e-08,1.3261648e-08
14.260128,28769.436,3599.6777,4429.246,0.03828619,0.037777856,12.170017,114.20005,200227.7,4926.1436,28236.16,6794.105,9669.723,13413.115,1.8615937e-08,1.3439923e-08
12.671837,31420.596,3220.6982,4723.333,0.035702508,0.049338087,10.186432,201.13629,249690.06,4218.3506,28618.574,7428.075,7257.118,12589.261,1.7277326e-08,1.5925849e-08
20.898037,34270.41,3058.5137,4295.946,0.056940854,0.042720813,11.517803,64.49507,246796.14,4141.2207,32542.111,6215.5166,8143.6006,15622.708,1.7435699e-08,1.1369953e-08
7.584197,59258.19,3119.3997,4365.9824,0.05534238,0.06310025,8.752281,174.04338,138335.83,4436.115,64358.09,9605.926,5074.9893,29116.78,9.826876e-09,1.392008e-08
10.360095,45099.617,4146.54,4561.594,0.049530044,0.055509266,9.082025,112.63044,192819.16,5378.907,42811.957,5732.3296,8240.632,21856.555,1.2501511e-08,1.18530465e-08
10.458116,53544.047,3094.546,4460.381,0.03834517,0.05183242,10.362074,99.24177,171369.05,4177.2563,55380.656,6333.1343,7727.866,22742.16,1.0985949e-08,1.5222342e-08
18.247463,26711.62,3275.744,4954.4688,0.074333034,0.063129894,7.6063075,68.55909,158156.47,5047.5347,27500.438,4424.9014,9302.164,12198.917,2.0526217e-08,1.5195914e-08
16.747787,24167.15,3217.6804,4226.791,0.048512723,0.044171926,9.938828,132.53345,258234.45,4270.7866,25066.29,6564.706,7079.373,10814.91,2.1320005e-08,1.5656859e-08
14.478968,36104.336,3421.7815,4514.0645,0.033211913,0.05842985,9.518486,127.45144,227721.44,4948.1084,36159.332,6410.776,6818.992,17206.527,1.5764044e-08,1.5451917e-08
25.42285,21847.344,3728.4014,4579.946,0.059501953,0.038003284,10.842368,156.2404,268553.62,5084.266,21760.78,5932.6016,8670.033,10502.353,2.2131443e-08,1.6005817e-08
19.305958,27742.068,3032.927,4310.4077,0.043194786,0.03612666,12.947261,115.54169,250070.86,4417.089,29221.43,7045.945,7212.175,12042.592,2.0185183e-08,1.2477023e-08
25.603466,37238.12,2889.3606,4203.263,0.035029225,0.056466576,10.490274,160.61597,124918.57,4178.5913,40427.035,6471.478,5402.731,17772.475,1.477901e-08,1.6413034e-08
29.826527,33106.66,3176.4863,4730.7983,0.06206033,0.04899242,9.835911,184.83937,239687.81,4727.8486,35102.254,6508.2236,8087.2886,13687.856,1.6922934e-08,1.47157495e-08
27.473003,20044.98,3302.957,4513.2637,0.066198595,0.03152432,14.557534,101.82151,310710.5,4603.5,18877.373,5998.1787,7038.309,9000.829,2.661869e-08,1.216753e-08
11.961772,30970.332,3576.2183,4389.458,0.025330435,0.0376888,15.0491295,139.80711,199930.05,4859.5674,31215.916,8113.871,6918.1895,13765.34,1.7774196e-08,1.2710934e-08
18.863987,25290.148,3448.247,4882.1665,0.06052669,0.03938439,12.491772,78.77797,235729.78,4770.4766,25388.26,9499.421,6557.054,11595.935,2.072006e-08,1.3519316e-08
25.32242,32659.977,3881.1782,4722.5806,0.03655848,0.032455795,17.97268,84.592995,246945.64,5202.836,30984.424,6622.9233,7967.1855,13520.778,1.878676e-08,1.2520864e-08
10.671159,24744.459,3679.9177,4505.871,0.043804348,0.04036382,11.998067,157.89507,179050.42,5209.8965,24161.781,4813.131,10381.977,10521.792,2.1894056e-08,1.594138e-08
8.36804,34139.637,3991.7444,4841.342,0.053262297,0.054840017,9.453893,117.39927,173425.81,5258.2446,30808.107,4586.0996,9548.458,13772.286,1.6547224e-08,1.4794409e-08
10.661007,19284.352,3301.5303,4208.502,0.070881255,0.04530247,10.565342,244.30334,177465.69,4842.3345,19948.979,6599.0537,5855.7285,9439.906,2.4469582e-08,1.6161781e-08
11.301668,27378.18,3468.964,4516.2993,0.035528358,0.04886594,8.833246,97.974174,153748.77,5077.8115,28834.783,6915.8745,9563.504,12492.994,1.9323686e-08,1.39702445e-08
14.121661,90625.66,3779.5454,4572.134,0.032709133,0.03873224,12.693136,153.50072,183642.05,5223.897,102572.02,9200.325,5805.0576,41468.9,7.105045e-09,1.4434039e-08
11.54073,27745.984,3614.2146,4495.6597,0.048616003,0.045136817,11.509076,156.78215,183484.5,5208.2324,27541.197,4968.6826,8407.886,13728.331,1.9741263e-08,1.45273935e-08
27.445795,12926.914,3434.9216,4482.9014,0.066564605,0.0338431,14.817878,211.8819,241639.6,4806.434,12966.337,6236.179,7368.5127,5797.2236,3.89456e-08,1.3258815e-08
19.075928,31337.643,3827.1404,4488.702,0.03909662,0.0733259,9.7711735,134.84715,249947.36,5517.635,32525.17,5014.7783,10202.808,12713.169,1.8734445e-08,1.2205557e-08
24.721046,17703.135,3526.8738,4879.5317,0.098519966,0.03222745,14.83954,90.9358,193474.72,4813.792,16849.232,7531.801,7669.5264,8318.844,2.9175363e-08,1.578318e-08
16.629845,18816.012,3182.3716,4612.962,0.030749168,0.05212607,10.281046,148.77048,213763.38,4332.6836,19526.076,5205.104,7828.4434,8396.659,2.8980857e-08,1.4318162e-08
11.488421,29393.488,2867.477,4698.367,0.03231954,0.041173253,13.006066,184.5909,170657.0,4366.994,30224.904,7256.516,6828.936,12692.224,1.8991543e-08,1.6664e-08
30.753387,25393.248,3498.8066,4604.5015,0.05353593,0.056518175,8.576652,84.84094,187328.36,5007.581,25515.863,9126.221,6707.2964,11483.157,2.0899227e-08,1.3863986e-08
6.505301,32430.887,3681.7046,4712.269,0.033963587,0.056943487,9.035167,164.70782,202117.25,5210.2197,32086.914,6999.8325,6423.4443,15443.246,1.6243769e-08,1.6665526e-08
15.990245,29205.773,3880.079,4881.1606,0.044788197,0.043915413,11.156913,158.5324,225441.33,5472.013,31092.615,6268.6343,9381.499,12283.507,1.9292383e-08,1.601217e-08
14.974648,21323.715,3884.2036,4737.521,0.041825596,0.05296471,11.439337,83.28932,185647.17,5252.7915,21258.21,8387.487,5778.7656,10210.663,2.3187361e-08,1.42057885e-08
17.496298,42530.637,3023.942,4436.3525,0.060780946,0.041996356,10.618107,123.79292,129985.72,4277.443,43128.152,5119.732,9772.069,17255.48,1.3881556e-08,1.6529054e-08
29.588558,19865.768,3696.3928,4610.3364,0.04536438,0.053699724,12.526093,135.38867,204942.94,5193.041,20999.168,6783.8623,7239.381,8783.567,2.5353796e-08,1.3206847e-08
18.116613,35995.387,3043.471,4339.4404,0.040637832,0.061719473,10.224621,97.55145,160277.67,4587.5127,35836.836,7141.916,6909.1567,15144.402,1.628099e-08,1.38880445e-08
16.575424,19293.715,3779.3184,4728.038,0.034275822,0.036998555,13.781163,101.90107,185661.16,5507.063,19016.451,7412.2026,7232.563,9566.323,2.7158507e-08,1.6145574e-08
17.876661,31796.309,4203.067,4282.1245,0.03341236,0.03318228,14.029783,90.17961,327781.9,6075.2764,29157.71,7065.573,7092.003,16359.27,1.7239502e-08,1.4922875e-08
16.77465,22410.832,3713.5684,4469.067,0.0675979,0.050907534,10.277326,199.6014,214960.11,5511.3657,22105.084,8029.0605,6338.071,12267.668,2.2768734e-08,1.7565512e-08
18.912226,20628.898,3973.5854,4585.234,0.06933159,0.03100097,14.461204,79.44991,199458.89,5415.1265,18737.08,4604.308,9884.808,9734.297,2.5803457e-08,1.0889442e-08
20.36658,17100.408,3354.168,4832.605,0.035889234,0.045179494,11.454644,358.8257,214024.28,4488.1543,18035.95,6880.403,6790.1797,8056.151,2.8766792e-08,1.2639879e-08
16.517185,33873.473,4020.371,4453.839,0.052975964,0.031486012,14.982634,355.15973,288424.16,5375.2305,34487.39,7859.3975,6775.1143,16479.748,1.6624698e-08,1.2838316e-08
7.650598,22026.57,3718.2744,4157.0244,0.060714208,0.050621428,11.822337,130.0022,154974.88,5069.8037,23278.898,6833.21,6034.486,11044.087,2.2590427e-08,1.3247516e-08
20.923897,29398.984,3293.0999,4593.291,0.04510691,0.028594038,18.387987,91.88667,250563.6,4720.6396,26717.2,6348.397,9106.112,15045.576,1.8212573e-08,1.2669906e-08
17.238903,18231.713,3570.3333,4380.5547,0.059338342,0.050714396,8.815073,109.05476,188793.64,5126.958,19883.035,8729.088,5320.2935,8834.03,2.6890422e-08,1.4892992e-08
11.784537,35693.07,3607.3894,4336.466,0.03208097,0.04137677,12.022114,63.792362,179896.98,5243.407,35940.332,8414.832,5788.302,17182.242,1.5388125e-08,1.47752335e-08
24.613293,23541.02,3341.7415,4665.994,0.063933864,0.04996414,9.291564,124.71536,161871.23,4950.973,25166.89,5965.866,7861.5415,10335.871,2.2382586e-08,1.571343e-08
18.259138,31869.016,4241.7603,4289.408,0.021913994,0.032792177,15.325318,194.61009,271299.78,5685.0303,29752.793,6645.707,7661.098,15166.718,1.7088649e-08,1.4025137e-08
7.2696857,18562.99,3557.6453,4428.507,0.09130594,0.037112176,11.735197,162.62576,166666.86,5264.311,17362.613,6261.7393,6335.2666,9311.866,2.4991973e-08,1.4545554e-08
21.141613,49969.645,3382.6035,4379.5728,0.026913209,0.04327105,13.113694,118.840805,235535.4,4742.213,51622.562,7989.487,6786.7095,22694.799,1.1328716e-08,1.3413801e-08
12.746346,21132.605,3318.8267,4733.5015,0.025649704,0.03607828,13.498218,94.38061,176220.05,5094.0117,21974.746,5898.9097,8536.309,8786.575,2.7400347e-08,1.6166714e-08
18.528915,41582.754,3811.547,4431.832,0.058068063,0.057625502,8.673051,104.373314,200851.56,5004.616,38883.863,9037.221,5872.3994,18666.06,1.33954945e-08,1.5093542e-08
9.882754,32931.17,3074.751,4895.921,0.042157788,0.07677561,7.3552456,106.497734,161091.98,4422.5854,35168.164,8645.997,7933.8013,14654.33,1.6537884e-08,1.3594821e-08
18.297174,19301.904,3381.4036,4321.995,0.044122886,0.033825304,11.542676,101.81389,182703.8,4860.592,19811.09,8403.252,5927.393,9550.862,2.5007948e-08,1.5965053e-08
17.995169,21180.342,3996.9097,4667.254,0.037664484,0.04310673,14.10852,139.9947,175854.9,5945.7764,19071.172,7243.469,7330.7544,10085.605,2.4878826e-08,1.7952182e-08
23.358093,20260.232,3235.8362,4641.845,0.04084991,0.042870097,11.700813,425.45078,203738.81,4515.86,21263.746,4978.3066,9083.153,8517.743,2.6125903e-08,1.3663684e-08
20.118467,43187.996,3170.2188,4634.2554,0.07879985,0.043867484,12.775648,55.181,200613.8,4239.168,44168.09,7048.0083,6839.5664,19704.838,1.2893137e-08,1.5489007e-08
13.790193,24329.28,3792.1604,4387.629,0.05245956,0.048455514,13.55713,108.6553,221491.36,5443.106,23963.512,8615.584,5372.678,11476.14,2.2020828e-08,1.265083e-08
19.945316,23181.29,4324.5264,4490.5005,0.06111181,0.046493288,11.445079,54.62458,229934.23,5986.1724,20466.549,8141.7373,7161.873,11186.159,2.135305e-08,1.53355e-08
23.255854,29453.145,3476.996,4793.9917,0.047899097,0.061643813,8.640785,87.63887,208239.81,4886.5776,30135.795,7737.357,6998.8716,14190.4795,1.848305e-08,1.4227752e-08
15.215507,22595.887,3029.331,4547.872,0.053275313,0.043465097,11.881295,214.86714,186417.69,4414.0947,21312.674,6031.5806,8377.144,9936.925,2.3838275e-08,1.3211307e-08
22.2516,59823.914,2979.2158,4401.5933,0.04240546,0.037291627,13.873047,109.46599,222723.72,4074.4243,61953.1,5999.3,7271.6045,25839.469,1.03794875e-08,1.5032203e-08
16.98188,37492.406,4057.5256,4641.5796,0.034010593,0.058832042,11.630802,235.7356,202078.7,5586.376,37504.03,4514.538,9794.135,16993.809,1.5122849e-08,1.33660425e-08
23.102993,64177.71,4270.917,4210.999,0.027036935,0.04929095,10.457878,229.53087,230691.12,5986.372,68259.77,7287.7734,6010.427,29851.53,9.425573e-09,1.2711758e-08
16.084267,32134.287,3170.89,4837.2114,0.05072216,0.036035113,13.527442,271.79605,209164.92,4604.3916,30585.355,7169.6567,7222.8784,14428.236,1.7220344e-08,1.5216536e-08
17.605263,40419.246,3190.887,4419.234,0.04628291,0.027524414,18.038967,129.23746,205068.66,4635.307,41699.707,9193.677,5408.953,18654.385,1.4270205e-08,1.4590791e-08
15.980199,33774.992,3675.6318,4459.211,0.033441544,0.039135873,13.241883,110.28651,225799.16,4825.5586,33459.812,5512.3594,10144.835,15936.445,1.61153e-08,1.3106095e-08
14.084466,18684.047,4013.5713,4276.093,0.052422214,0.049219187,11.133622,102.05128,188553.25,5997.429,18475.373,5826.372,7896.5796,8796.478,2.7161926e-08,1.4077049e-08
19.271706,17583.486,4116.834,4363.589,0.06465507,0.039499473,13.046004,40.105484,242796.2,5765.5264,17223.11,6254.607,7317.141,8313.49,2.8811984e-08,1.3763287e-08
16.749811,24924.67,3605.9827,4468.5083,0.026545342,0.039453704,11.260394,211.33037,195729.2,4890.806,23847.766,5195.6216,10209.913,10147.226,2.3094936e-08,1.1941523e-08
18.939133,23318.184,3822.6973,4593.186,0.03863568,0.05267008,8.759787,187.66281,219204.0,5296.237,23475.936,8723.379,6193.3105,11662.467,2.1643855e-08,1.4840985e-08
29.899563,25525.865,3419.325,4567.0005,0.04999332,0.034690496,15.964426,121.12193,304229.28,5014.3477,23989.283,6903.4136,7734.3765,11034.906,2.2622077e-08,1.41452245e-08
16.332376,30482.332,3331.9177,4721.045,0.03505568,0.04340945,12.97992,71.00634,216292.84,4488.886,29886.365,7433.4683,7477.08,13720.778,1.8011242e-08,1.197133e-08
14.742309,29749.586,3273.8389,4806.246,0.05615844,0.04779867,10.043391,65.456764,215892.64,4614.2383,28357.111,8568.559,7067.9053,13167.212,1.914254e-08,1.23606965e-08
12.950607,28746.234,3724.3857,4515.1797,0.06818899,0.05605673,9.26858,110.86222,195486.31,5279.429,31628.398,7906.255,6640.8223,11499.628,1.8835701e-08,1.6418326e-08
27.705196,13500.678,3332.4644,4586.384,0.0625376,0.044993777,10.8949795,189.55966,210299.4,4791.7793,14915.412,6543.255,6486.0474,6287.8296,3.5853194e-08,1.3957008e-08
27.85924,39268.44,3102.122,4466.8765,0.039922893,0.050890192,11.603844,136.33368,156342.67,4426.8813,41144.5,8633.375,6540.959,19192.541,1.4113101e-08,1.428254e-08
19.08822,64660.402,3693.8977,4669.9473,0.05833233,0.03522265,14.13863,184.73734,225310.86,4820.2417,71205.65,7300.5103,7501.9717,32524.365,8.9476435e-09,1.5126483e-08
18.979277,36914.062,3457.2627,4380.0034,0.028109012,0.041001108,12.585064,214.55528,191751.72,4982.61,36460.94,5136.1685,7598.181,16708.867,1.5393438e-08,1.6027936e-08
27.754755,70176.56,3850.8499,4511.8438,0.046464376,0.040694483,13.109302,56.791832,236965.19,5260.5723,74898.73,7411.1,6712.1147,29492.777,9.20579e-09,1.501607e-08
18.676773,12199.092,4035.7253,4387.0303,0.024083916,0.03274138,13.639313,168.75574,241791.73,5406.1636,12584.88,6762.475,6700.5005,6067.8125,4.00014e-08,1.43453605e-08
26.719082,25200.49,2959.0027,4097.727,0.050940365,0.034167394,13.314365,125.31327,178115.42,4265.7393,25079.225,4895.0664,9272.883,10818.118,2.292614e-08,1.3825143e-08
18.788544,33561.566,3786.0103,4488.7324,0.03972791,0.040289,11.511568,159.81738,226861.11,5592.8745,33623.203,6008.341,7865.4336,14194.919,1.7867977e-08,1.714925e-08
8.173998,47177.797,3287.1162,4082.277,0.10458224,0.044642814,11.011685,65.81204,143307.7,4775.944,46950.105,4196.3545,7404.862,21097.707,1.2041496e-08,1.1747264e-08
26.0318,25763.83,3347.3296,4372.0864,0.024621794,0.042618115,13.288928,98.71162,195986.4,4437.8164,25380.586,7228.763,5943.14,13651.889,2.0122908e-08,1.4086987e-08
15.561328,27555.674,3370.5762,4604.668,0.043309838,0.05430011,10.786537,84.85041,150470.47,4928.681,27787.03,6989.78,6889.799,12686.862,1.923631e-08,1.3516429e-08
17.726383,26356.646,3386.4607,4343.7466,0.054841053,0.042525884,11.169265,113.46305,212827.47,4609.0923,26356.02,7473.4014,6295.1377,10733.572,2.0230933e-08,1.31201014e-08
13.918827,38354.984,4020.5205,4645.189,0.061563734,0.036849014,12.345514,72.09214,230880.62,5362.732,39885.727,6361.894,7837.9604,15770.681,1.5418415e-08,1.337104e-08
22.262707,24599.191,3065.5134,4528.5996,0.044650774,0.03552422,15.535513,113.83568,254646.56,4434.6055,22796.12,5781.9956,9981.831,10354.32,2.2976087e-08,1.1651e-08
7.9647064,18678.346,3048.098,4626.686,0.021642419,0.051851604,9.277171,109.05778,131674.33,4239.047,17615.527,5182.32,12064.709,7732.083,2.980987e-08,1.3599204e-08
11.357654,36433.863,3844.949,4539.756,0.050133966,0.052805122,8.814048,171.6596,157030.03,5344.627,38357.73,5573.5513,8675.873,16688.928,1.4975997e-08,1.3423246e-08
29.12365,53653.28,3722.1914,4449.7163,0.054245997,0.04099194,12.416572,76.9234,236797.56,4574.1226,49229.523,5667.745,8557.828,22392.992,1.2018803e-08,1.4213648e-08
17.391335,35792.977,2940.7324,4390.781,0.052589674,0.046827238,11.45385,124.15104,146320.22,4354.908,42212.3,6213.401,6166.4062,18965.342,1.542874e-08,1.391286e-08
19.210733,20153.568,3461.664,4521.229,0.057954002,0.05393123,9.300933,135.60228,215465.83,5092.171,21013.55,7335.5938,7546.9214,9011.85,2.6158562e-08,1.4121905e-08
16.327024,29170.143,3523.0312,4304.2993,0.06679235,0.040663544,11.922159,87.15275,213693.27,5082.104,28575.268,5062.9863,9258.214,12725.578,1.845258e-08,1.444963e-08
17.377893,28682.54,3389.75,4586.4844,0.057880457,0.047172178,10.747013,120.84906,135514.19,4512.8076,32433.95,6532.232,6479.29,13077.434,1.9311342e-08,1.18236025e-08
14.180332,27416.406,3419.9414,4114.7656,0.061288014,0.051928196,9.681718,140.38516,217517.02,5106.6533,25252.07,5881.7144,7069.1655,12883.973,1.8705311e-08,1.6021028e-08
30.930342,34965.504,3768.8984,4814.669,0.041452195,0.039339054,13.860708,243.91899,278275.66,5158.661,32015.48,4718.5786,12845.534,14470.155,1.7294669e-08,1.2364162e-08
23.003263,51026.152,3910.9624,3945.0923,0.06023473,0.04373562,11.266892,205.3526,249047.47,5774.8374,47305.3,5104.053,7924.1904,21665.05,1.17415295e-08,1.5490249e-08
9.51717,42078.215,3631.9226,4167.043,0.045610964,0.034692854,13.684367,112.99058,142868.58,5062.634,40478.27,6619.634,7401.8545,17975.248,1.3952962e-08,1.3035442e-08
14.802757,37191.984,3889.0405,4412.4873,0.046305105,0.0473553,11.106914,144.31703,179097.56,5264.6123,35596.152,7648.301,6424.5347,17542.383,1.4240105e-08,1.385632e-08
24.755585,48122.293,3449.4412,4310.005,0.02161701,0.03732857,13.710833,210.49342,183050.7,5090.554,53243.363,4637.2705,8518.206,21810.309,1.2730757e-08,1.3939795e-08
14.484861,26238.95,3452.864,4562.973,0.0205748,0.041059412,12.048337,167.86528,236271.08,4979.6455,26798.986,5291.436,9330.151,11679.719,2.0189573e-08,1.33839e-08
18.612473,22876.723,3598.2156,4400.951,0.032674044,0.030290257,14.892549,75.063835,267803.22,5167.79,21474.855,7465.16,6846.1904,10107.78,2.3964098e-08,1.0045534e-08
13.898105,24330.137,3331.8035,4508.02,0.038144838,0.031108819,13.24757,146.67815,274830.97,4562.451,23591.453,6722.1016,6428.371,11080.928,2.3177279e-08,1.5402689e-08
17.947138,16347.011,3648.3809,4394.149,0.03648102,0.04029705,10.961314,185.80612,224911.33,5427.545,16369.913,6232.8438,6506.064,8003.2593,2.8654258e-08,1.2357302e-08
18.081892,31395.586,3823.5032,5050.0044,0.07854013,0.047122885,10.725217,408.42862,283471.47,5106.9556,31813.174,8122.194,5977.467,15112.589,1.7073662e-08,1.5758873e-08
19.211805,23079.928,3717.8313,4891.7485,0.085565,0.033632204,13.185236,285.69147,258684.05,4894.5903,25954.287,6423.891,8301.891,10006.136,2.282056e-08,1.3950301e-08
16.41381,33299.754,3810.7112,4221.864,0.027255403,0.05232921,8.827437,222.10687,196455.9,5501.3413,34463.914,6005.7056,5724.07,15205.88,1.6706263e-08,1.394272e-08
14.895577,22470.047,3034.365,4760.7188,0.04051088,0.038695045,13.91453,93.36381,222231.47,4432.6772,22653.584,4825.545,9549.6875,9197.027,2.6371723e-08,1.650678e-08
20.063425,43945.617,3346.9082,4367.827,0.0300936,0.034196254,13.394314,208.41275,168162.2,4450.582,45986.234,6334.898,6682.122,21153.354,1.28577e-08,1.2805912e-08
12.275575,32650.322,3716.112,4516.553,0.04196495,0.04401935,10.729498,184.86308,190662.0,5066.9565,32535.191,5660.8037,7063.3364,13879.55,1.7585357e-08,1.6056209e-08
21.29421,18863.607,3695.5679,4584.941,0.050045498,0.039021164,13.155672,161.03636,234983.92,5467.5376,16287.955,5390.456,7423.111,8786.969,2.6791156e-08,1.4301213e-08
21.81168,19883.434,3551.4417,4480.1064,0.013992488,0.03440502,13.906613,211.89705,242956.72,4753.8364,18869.545,4518.238,9207.848,9797.012,2.6511625e-08,1.39434375e-08
13.858528,38266.64,3491.084,4631.5996,0.083570495,0.050014317,9.9046545,114.89428,191030.02,4986.85,37188.367,3440.5474,14304.765,13903.488,1.6335768e-08,1.4759657e-08
6.3790503,10615.607,3762.6963,4919.538,0.05516904,0.038450852,13.802008,156.61447,206539.1,5431.449,10985.157,7403.111,9553.568,5085.1245,4.5655423e-08,1.4269306e-08
9.859387,22300.244,3352.735,4406.5957,0.042438645,0.042580526,10.954495,67.741646,204631.05,4771.628,21552.1,7674.121,6122.6855,10335.704,2.3334035e-08,1.4705115e-08
16.056145,22909.908,3048.2056,4612.549,0.034045745,0.044701762,14.197978,96.37711,147259.83,4446.0093,23036.344,7518.0146,7422.4385,10161.247,2.2723269e-08,1.3598348e-08
12.472479,37623.5,3597.9822,4239.2207,0.10660264,0.07222783,7.6764464,189.28624,198066.98,5022.23,37282.434,5827.189,7264.7905,17058.434,1.5197479e-08,1.2654691e-08
11.267589,29826.658,3335.38,4581.824,0.07606888,0.04934171,9.38974,122.71189,181678.5,4607.396,26475.227,6493.233,8430.295,11667.962,1.9549677e-08,1.716342e-08
23.495264,25726.02,3078.0105,4774.787,0.10520661,0.060874835,8.411982,119.58565,141314.44,4804.216,27753.58,4909.7656,8838.168,11160.543,2.077384e-08,1.27555e-08
16.644922,34948.7,3186.0613,4188.226,0.09597262,0.047539942,10.917972,90.521255,163297.08,4977.4375,35198.395,5310.601,8416.502,14035.727,1.597937e-08,1.2765722e-08
12.3102,20929.492,3088.546,4619.764,0.033384975,0.026685383,16.101368,114.37204,225984.62,4436.001,21661.104,6539.0757,8402.731,9548.294,2.553131e-08,1.309073e-08
21.364035,45483.953,2871.159,4302.3745,0.04677989,0.045500256,11.117314,110.6496,165845.55,4228.436,49948.727,7404.403,6137.5176,20466.49,1.3103146e-08,1.3038426e-08
14.267895,48299.445,2968.1274,4918.9937,0.035262585,0.04804843,10.741111,94.172066,175244.16,4078.0085,48225.34,7601.9644,7761.583,20135.875,1.2187528e-08,1.5168087e-08
30.738022,32299.0,3321.5085,4681.791,0.039945494,0.029517863,16.986748,129.55466,295676.2,4522.928,33920.543,5092.229,10002.786,13419.666,1.8321279e-08,1.3981734e-08
11.018277,20990.398,3315.1445,4342.148,0.045187745,0.03831923,13.485939,201.2137,169150.27,4378.4243,20234.03,4775.9756,9363.337,9784.547,2.4102073e-08,1.1749281e-08
22.171883,37678.51,3639.8872,4117.203,0.05014501,0.03929437,11.528616,170.10623,169662.56,4970.5405,43123.34,10313.265,4737.227,19508.357,1.327501e-08,1.6493656e-08
18.963696,24410.902,4054.5278,4646.9966,0.06883808,0.057386555,9.594104,72.55152,238488.02,5915.489,23936.059,5045.1284,9539.902,11164.546,2.307785e-08,1.5916223e-08
15.937622,29312.951,3559.5354,4013.9158,0.036088374,0.04993987,12.354406,64.20198,133854.95,4871.172,26686.055,4991.0464,7598.3403,13571.885,1.9732568e-08,1.4122687e-08
11.212119,23077.88,3400.3245,4399.797,0.07495765,0.046301052,10.137469,112.5935,151066.31,4726.2393,22397.328,9267.701,6639.372,11145.492,2.289389e-08,1.6239557e-08
23.6348,24439.46,4062.9233,4449.1904,0.080380075,0.050170124,10.078504,136.85081,284039.75,6068.854,24513.596,6206.448,8084.8516,12282.523,2.3579027e-08,1.6186645e-08
18.228865,45402.65,2856.7842,4652.8145,0.038948953,0.047684506,9.701604,116.997345,136263.23,4092.088,45693.945,4494.575,9444.004,19600.48,1.2959088e-08,1.4246273e-08
23.877,21092.176,2997.9668,4668.745,0.043617833,0.032260112,13.659672,110.351685,182369.75,4406.9277,21631.357,5813.113,6430.585,9873.408,2.40684e-08,1.6066288e-08
20.620268,44265.965,3047.9033,4622.3335,0.06725531,0.054595802,9.878493,45.65148,203409.55,4380.4253,46476.105,7454.2183,6588.414,20168.527,1.33225955e-08,1.38060905e-08
26.302784,17459.166,3848.3792,4608.4507,0.07532875,0.054604877,8.956512,156.22685,194991.6,5314.421,16540.982,4954.483,10376.602,7823.6367,3.0906502e-08,1.702222e-08
10.655064,28407.32,3929.4795,4507.6978,0.018106295,0.057954304,8.991571,223.23405,173749.28,5360.487,29689.387,5696.5415,5808.2915,13893.163,1.9387294e-08,1.7706556e-08
27.946148,25106.912,3187.821,4811.236,0.022414519,0.04542422,13.1677475,121.00821,182651.55,4458.2075,22223.01,4358.743,11646.272,9872.392,2.3076353e-08,1.3866472e-08
21.791248,21632.285,3365.0037,4348.1064,0.05884808,0.0389725,13.886499,60.55161,245378.88,4833.0107,20444.174,6045.736,7394.2275,8967.304,2.5170698e-08,1.3701395e-08
