x,parameter,value
4615.405405405405,bottleneck_strength_domestic,3.3333333333333335e-05
4645.375375375375,bottleneck_strength_domestic,3.3333333333333335e-05
4675.345345345346,bottleneck_strength_domestic,3.3333333333333335e-05
4705.315315315315,bottleneck_strength_domestic,3.3333333333333335e-05
4735.285285285286,bottleneck_strength_domestic,3.3333333333333335e-05
4765.255255255255,bottleneck_strength_domestic,3.3333333333333335e-05
4795.225225225226,bottleneck_strength_domestic,3.3333333333333335e-05
4825.195195195195,bottleneck_strength_domestic,3.3333333333333335e-05
4855.1651651651655,bottleneck_strength_domestic,3.3333333333333335e-05
4885.135135135135,bottleneck_strength_domestic,3.3333333333333335e-05
4915.105105105105,bottleneck_strength_domestic,3.3333333333333335e-05
4945.075075075075,bottleneck_strength_domestic,3.3333333333333335e-05
4975.045045045045,bottleneck_strength_domestic,3.3333333333333335e-05
5005.015015015015,bottleneck_strength_domestic,3.3333333333333335e-05
5034.984984984985,bottleneck_strength_domestic,3.3333333333333335e-05
5064.954954954955,bottleneck_strength_domestic,3.3333333333333335e-05
5094.924924924925,bottleneck_strength_domestic,3.3333333333333335e-05
5124.894894894895,bottleneck_strength_domestic,3.3333333333333335e-05
5154.864864864865,bottleneck_strength_domestic,3.3333333333333335e-05
5184.8348348348345,bottleneck_strength_domestic,3.3333333333333335e-05
5214.804804804805,bottleneck_strength_domestic,3.3333333333333335e-05
5244.774774774774,bottleneck_strength_domestic,3.3333333333333335e-05
5274.744744744745,bottleneck_strength_domestic,3.3333333333333335e-05
5304.714714714714,bottleneck_strength_domestic,3.3333333333333335e-05
5334.684684684685,bottleneck_strength_domestic,3.3333333333333335e-05
5364.654654654654,bottleneck_strength_domestic,3.3333333333333335e-05
5394.624624624625,bottleneck_strength_domestic,3.3333333333333335e-05
5424.594594594595,bottleneck_strength_domestic,3.3333333333333335e-05
5454.5645645645645,bottleneck_strength_domestic,3.3333333333333335e-05
5484.534534534535,bottleneck_strength_domestic,3.3333333333333335e-05
5514.504504504504,bottleneck_strength_domestic,3.3333333333333335e-05
5544.474474474475,bottleneck_strength_domestic,3.3333333333333335e-05
5574.444444444444,bottleneck_strength_domestic,3.3333333333333335e-05
5604.414414414415,bottleneck_strength_domestic,3.3333333333333335e-05
5634.384384384384,bottleneck_strength_domestic,3.3333333333333335e-05
5664.354354354355,bottleneck_strength_domestic,3.3333333333333335e-05
5694.324324324324,bottleneck_strength_domestic,3.3333333333333335e-05
5724.294294294295,bottleneck_strength_domestic,3.3333333333333335e-05
5754.264264264264,bottleneck_strength_domestic,3.3333333333333335e-05
5784.2342342342345,bottleneck_strength_domestic,3.3333333333333335e-05
5814.204204204204,bottleneck_strength_domestic,3.3333333333333335e-05
5844.174174174174,bottleneck_strength_domestic,3.3333333333333335e-05
5874.144144144144,bottleneck_strength_domestic,3.3333333333333335e-05
5904.114114114114,bottleneck_strength_domestic,3.3333333333333335e-05
5934.084084084084,bottleneck_strength_domestic,3.3333333333333335e-05
5964.054054054054,bottleneck_strength_domestic,3.3333333333333335e-05
5994.024024024024,bottleneck_strength_domestic,3.3333333333333335e-05
6023.993993993994,bottleneck_strength_domestic,3.3333333333333335e-05
6053.963963963964,bottleneck_strength_domestic,3.3333333333333335e-05
6083.933933933934,bottleneck_strength_domestic,3.3333333333333335e-05
6113.9039039039035,bottleneck_strength_domestic,3.3333333333333335e-05
6143.873873873874,bottleneck_strength_domestic,3.3333333333333335e-05
6173.843843843844,bottleneck_strength_domestic,3.3333333333333335e-05
6203.813813813814,bottleneck_strength_domestic,3.3333333333333335e-05
6233.783783783784,bottleneck_strength_domestic,3.3333333333333335e-05
6263.753753753754,bottleneck_strength_domestic,3.3333333333333335e-05
6293.723723723724,bottleneck_strength_domestic,3.3333333333333335e-05
6323.693693693694,bottleneck_strength_domestic,3.3333333333333335e-05
6353.663663663664,bottleneck_strength_domestic,3.3333333333333335e-05
6383.6336336336335,bottleneck_strength_domestic,3.3333333333333335e-05
6413.603603603604,bottleneck_strength_domestic,3.3333333333333335e-05
6443.573573573573,bottleneck_strength_domestic,3.3333333333333335e-05
6473.543543543544,bottleneck_strength_domestic,3.3333333333333335e-05
6503.513513513513,bottleneck_strength_domestic,3.3333333333333335e-05
6533.483483483484,bottleneck_strength_domestic,3.3333333333333335e-05
6563.453453453453,bottleneck_strength_domestic,3.3333333333333335e-05
6593.423423423424,bottleneck_strength_domestic,3.3333333333333335e-05
6623.393393393393,bottleneck_strength_domestic,3.3333333333333335e-05
6653.3633633633635,bottleneck_strength_domestic,3.3333333333333335e-05
6683.333333333333,bottleneck_strength_domestic,3.3333333333333335e-05
6713.303303303303,bottleneck_strength_domestic,3.3333333333333335e-05
6743.273273273273,bottleneck_strength_domestic,3.3333333333333335e-05
6773.243243243243,bottleneck_strength_domestic,3.3333333333333335e-05
6803.213213213213,bottleneck_strength_domestic,3.3333333333333335e-05
6833.183183183183,bottleneck_strength_domestic,3.3333333333333335e-05
6863.153153153153,bottleneck_strength_domestic,3.3333333333333335e-05
6893.123123123123,bottleneck_strength_domestic,3.3333333333333335e-05
6923.093093093093,bottleneck_strength_domestic,3.3333333333333335e-05
6953.063063063063,bottleneck_strength_domestic,3.3333333333333335e-05
6983.0330330330335,bottleneck_strength_domestic,3.3333333333333335e-05
7013.003003003003,bottleneck_strength_domestic,3.3333333333333335e-05
7042.972972972973,bottleneck_strength_domestic,3.3333333333333335e-05
7072.942942942943,bottleneck_strength_domestic,3.3333333333333335e-05
7102.912912912913,bottleneck_strength_domestic,3.3333333333333335e-05
7132.882882882883,bottleneck_strength_domestic,3.3333333333333335e-05
7162.852852852853,bottleneck_strength_domestic,3.3333333333333335e-05
7192.822822822823,bottleneck_strength_domestic,3.3333333333333335e-05
7222.792792792793,bottleneck_strength_domestic,3.3333333333333335e-05
7252.762762762763,bottleneck_strength_domestic,3.3333333333333335e-05
7282.732732732733,bottleneck_strength_domestic,3.3333333333333335e-05
7312.7027027027025,bottleneck_strength_domestic,3.3333333333333335e-05
7342.672672672673,bottleneck_strength_domestic,3.3333333333333335e-05
7372.642642642642,bottleneck_strength_domestic,3.3333333333333335e-05
7402.612612612613,bottleneck_strength_domestic,3.3333333333333335e-05
7432.582582582582,bottleneck_strength_domestic,3.3333333333333335e-05
7462.552552552553,bottleneck_strength_domestic,3.3333333333333335e-05
7492.522522522522,bottleneck_strength_domestic,3.3333333333333335e-05
7522.492492492493,bottleneck_strength_domestic,3.3333333333333335e-05
7552.462462462462,bottleneck_strength_domestic,3.3333333333333335e-05
7582.4324324324325,bottleneck_strength_domestic,3.3333333333333335e-05
7612.402402402402,bottleneck_strength_domestic,3.3333333333333335e-05
7642.372372372372,bottleneck_strength_domestic,3.3333333333333335e-05
7672.342342342342,bottleneck_strength_domestic,3.3333333333333335e-05
7702.312312312312,bottleneck_strength_domestic,3.3333333333333335e-05
7732.282282282283,bottleneck_strength_domestic,3.3333333333333335e-05
7762.252252252252,bottleneck_strength_domestic,3.3333333333333335e-05
7792.222222222223,bottleneck_strength_domestic,3.3333333333333335e-05
7822.192192192192,bottleneck_strength_domestic,3.3333333333333335e-05
7852.1621621621625,bottleneck_strength_domestic,3.3333333333333335e-05
7882.132132132132,bottleneck_strength_domestic,3.3333333333333335e-05
7912.102102102102,bottleneck_strength_domestic,3.3333333333333335e-05
7942.072072072072,bottleneck_strength_domestic,3.3333333333333335e-05
7972.042042042042,bottleneck_strength_domestic,3.3333333333333335e-05
8002.012012012012,bottleneck_strength_domestic,3.3333333333333335e-05
8031.981981981982,bottleneck_strength_domestic,3.3333333333333335e-05
8061.951951951952,bottleneck_strength_domestic,3.3333333333333335e-05
8091.921921921922,bottleneck_strength_domestic,3.3333333333333335e-05
8121.891891891892,bottleneck_strength_domestic,3.3333333333333335e-05
8151.861861861862,bottleneck_strength_domestic,3.3333333333333335e-05
8181.831831831832,bottleneck_strength_domestic,3.3333333333333335e-05
8211.801801801801,bottleneck_strength_domestic,3.3333333333333335e-05
8241.771771771771,bottleneck_strength_domestic,3.3333333333333335e-05
8271.741741741742,bottleneck_strength_domestic,3.3333333333333335e-05
8301.711711711712,bottleneck_strength_domestic,3.3333333333333335e-05
8331.68168168168,bottleneck_strength_domestic,3.3333333333333335e-05
8361.651651651651,bottleneck_strength_domestic,3.3333333333333335e-05
8391.621621621622,bottleneck_strength_domestic,3.3333333333333335e-05
8421.591591591592,bottleneck_strength_domestic,3.3333333333333335e-05
8451.56156156156,bottleneck_strength_domestic,3.3333333333333335e-05
8481.531531531531,bottleneck_strength_domestic,3.3333333333333335e-05
8511.501501501501,bottleneck_strength_domestic,3.3333333333333335e-05
8541.471471471472,bottleneck_strength_domestic,3.3333333333333335e-05
8571.441441441442,bottleneck_strength_domestic,3.3333333333333335e-05
8601.41141141141,bottleneck_strength_domestic,3.3333333333333335e-05
8631.381381381381,bottleneck_strength_domestic,3.3333333333333335e-05
8661.351351351352,bottleneck_strength_domestic,3.3333333333333335e-05
8691.321321321322,bottleneck_strength_domestic,3.3333333333333335e-05
8721.29129129129,bottleneck_strength_domestic,3.3333333333333335e-05
8751.261261261261,bottleneck_strength_domestic,3.3333333333333335e-05
8781.231231231232,bottleneck_strength_domestic,3.3333333333333335e-05
8811.201201201202,bottleneck_strength_domestic,3.3333333333333335e-05
8841.17117117117,bottleneck_strength_domestic,3.3333333333333335e-05
8871.14114114114,bottleneck_strength_domestic,3.3333333333333335e-05
8901.111111111111,bottleneck_strength_domestic,3.3333333333333335e-05
8931.081081081082,bottleneck_strength_domestic,3.3333333333333335e-05
8961.05105105105,bottleneck_strength_domestic,3.3333333333333335e-05
8991.02102102102,bottleneck_strength_domestic,3.3333333333333335e-05
9020.990990990991,bottleneck_strength_domestic,3.3333333333333335e-05
9050.960960960962,bottleneck_strength_domestic,3.3333333333333335e-05
9080.93093093093,bottleneck_strength_domestic,3.3333333333333335e-05
9110.9009009009,bottleneck_strength_domestic,3.3333333333333335e-05
9140.870870870871,bottleneck_strength_domestic,3.3333333333333335e-05
9170.840840840841,bottleneck_strength_domestic,3.3333333333333335e-05
9200.81081081081,bottleneck_strength_domestic,3.3333333333333335e-05
9230.78078078078,bottleneck_strength_domestic,3.3333333333333335e-05
9260.75075075075,bottleneck_strength_domestic,3.3333333333333335e-05
9290.720720720721,bottleneck_strength_domestic,3.3333333333333335e-05
9320.690690690692,bottleneck_strength_domestic,3.3333333333333335e-05
9350.66066066066,bottleneck_strength_domestic,3.3333333333333335e-05
9380.63063063063,bottleneck_strength_domestic,3.3333333333333335e-05
9410.600600600601,bottleneck_strength_domestic,3.3333333333333335e-05
9440.570570570571,bottleneck_strength_domestic,3.3333333333333335e-05
9470.54054054054,bottleneck_strength_domestic,3.3333333333333335e-05
9500.51051051051,bottleneck_strength_domestic,3.3333333333333335e-05
9530.48048048048,bottleneck_strength_domestic,3.3333333333333335e-05
9560.450450450451,bottleneck_strength_domestic,3.3333333333333335e-05
9590.42042042042,bottleneck_strength_domestic,3.3333333333333335e-05
9620.39039039039,bottleneck_strength_domestic,3.3333333333333335e-05
9650.36036036036,bottleneck_strength_domestic,3.3333333333333335e-05
9680.330330330331,bottleneck_strength_domestic,3.3333333333333335e-05
9710.3003003003,bottleneck_strength_domestic,3.3333333333333335e-05
9740.27027027027,bottleneck_strength_domestic,3.3333333333333335e-05
9770.24024024024,bottleneck_strength_domestic,3.3333333333333335e-05
9800.21021021021,bottleneck_strength_domestic,3.3333333333333335e-05
9830.18018018018,bottleneck_strength_domestic,3.3333333333333335e-05
9860.15015015015,bottleneck_strength_domestic,3.3333333333333335e-05
9890.12012012012,bottleneck_strength_domestic,3.3333333333333335e-05
9920.09009009009,bottleneck_strength_domestic,3.3333333333333335e-05
9950.06006006006,bottleneck_strength_domestic,3.3333333333333335e-05
9980.03003003003,bottleneck_strength_domestic,3.3333333333333335e-05
10010.0,bottleneck_strength_domestic,3.3333333333333335e-05
10039.96996996997,bottleneck_strength_domestic,3.3333333333333335e-05
10069.93993993994,bottleneck_strength_domestic,3.3333333333333335e-05
10099.90990990991,bottleneck_strength_domestic,3.3333333333333335e-05
10129.87987987988,bottleneck_strength_domestic,3.3333333333333335e-05
10159.84984984985,bottleneck_strength_domestic,3.3333333333333335e-05
10189.81981981982,bottleneck_strength_domestic,3.3333333333333335e-05
10219.78978978979,bottleneck_strength_domestic,3.3333333333333335e-05
10249.75975975976,bottleneck_strength_domestic,3.3333333333333335e-05
10279.72972972973,bottleneck_strength_domestic,3.3333333333333335e-05
10309.6996996997,bottleneck_strength_domestic,3.3333333333333335e-05
10339.669669669669,bottleneck_strength_domestic,3.3333333333333335e-05
10369.63963963964,bottleneck_strength_domestic,3.3333333333333335e-05
10399.60960960961,bottleneck_strength_domestic,3.3333333333333335e-05
10429.57957957958,bottleneck_strength_domestic,3.3333333333333335e-05
10459.549549549549,bottleneck_strength_domestic,3.3333333333333335e-05
10489.51951951952,bottleneck_strength_domestic,3.3333333333333335e-05
10519.48948948949,bottleneck_strength_domestic,3.3333333333333335e-05
10549.45945945946,bottleneck_strength_domestic,3.3333333333333335e-05
10579.429429429429,bottleneck_strength_domestic,3.3333333333333335e-05
10609.399399399399,bottleneck_strength_domestic,3.3333333333333335e-05
10639.36936936937,bottleneck_strength_domestic,3.3333333333333335e-05
10669.33933933934,bottleneck_strength_domestic,3.3333333333333335e-05
10699.309309309308,bottleneck_strength_domestic,3.3333333333333335e-05
10729.279279279279,bottleneck_strength_domestic,3.3333333333333335e-05
10759.24924924925,bottleneck_strength_domestic,3.3333333333333335e-05
10789.21921921922,bottleneck_strength_domestic,3.3333333333333335e-05
10819.18918918919,bottleneck_strength_domestic,3.3333333333333335e-05
10849.159159159159,bottleneck_strength_domestic,3.3333333333333335e-05
10879.129129129129,bottleneck_strength_domestic,3.3333333333333335e-05
10909.0990990991,bottleneck_strength_domestic,3.3333333333333335e-05
10939.06906906907,bottleneck_strength_domestic,3.3333333333333335e-05
10969.039039039038,bottleneck_strength_domestic,3.3333333333333335e-05
10999.009009009009,bottleneck_strength_domestic,3.3333333333333335e-05
11028.97897897898,bottleneck_strength_domestic,3.3333333333333335e-05
11058.94894894895,bottleneck_strength_domestic,3.3333333333333335e-05
11088.918918918918,bottleneck_strength_domestic,3.3333333333333335e-05
11118.888888888889,bottleneck_strength_domestic,3.3333333333333335e-05
11148.85885885886,bottleneck_strength_domestic,3.3333333333333335e-05
11178.82882882883,bottleneck_strength_domestic,3.3333333333333335e-05
11208.798798798798,bottleneck_strength_domestic,3.3333333333333335e-05
11238.768768768768,bottleneck_strength_domestic,3.3333333333333335e-05
11268.738738738739,bottleneck_strength_domestic,3.3333333333333335e-05
11298.70870870871,bottleneck_strength_domestic,3.3333333333333335e-05
11328.678678678678,bottleneck_strength_domestic,3.3333333333333335e-05
11358.648648648648,bottleneck_strength_domestic,3.3333333333333335e-05
11388.618618618619,bottleneck_strength_domestic,3.3333333333333335e-05
11418.58858858859,bottleneck_strength_domestic,3.3333333333333335e-05
11448.558558558558,bottleneck_strength_domestic,3.3333333333333335e-05
11478.528528528528,bottleneck_strength_domestic,3.3333333333333335e-05
11508.498498498499,bottleneck_strength_domestic,3.3333333333333335e-05
11538.468468468469,bottleneck_strength_domestic,3.3333333333333335e-05
11568.43843843844,bottleneck_strength_domestic,3.3333333333333335e-05
11598.408408408408,bottleneck_strength_domestic,3.3333333333333335e-05
11628.378378378378,bottleneck_strength_domestic,3.3333333333333335e-05
11658.348348348349,bottleneck_strength_domestic,3.3333333333333335e-05
11688.31831831832,bottleneck_strength_domestic,3.3333333333333335e-05
11718.288288288288,bottleneck_strength_domestic,3.3333333333333335e-05
11748.258258258258,bottleneck_strength_domestic,3.3333333333333335e-05
11778.228228228229,bottleneck_strength_domestic,3.3333333333333335e-05
11808.198198198199,bottleneck_strength_domestic,3.3333333333333335e-05
11838.168168168168,bottleneck_strength_domestic,3.3333333333333335e-05
11868.138138138138,bottleneck_strength_domestic,3.3333333333333335e-05
11898.108108108108,bottleneck_strength_domestic,3.3333333333333335e-05
11928.078078078079,bottleneck_strength_domestic,3.3333333333333335e-05
11958.048048048047,bottleneck_strength_domestic,3.3333333333333335e-05
11988.018018018018,bottleneck_strength_domestic,3.3333333333333335e-05
12017.987987987988,bottleneck_strength_domestic,3.3333333333333335e-05
12047.957957957959,bottleneck_strength_domestic,3.3333333333333335e-05
12077.927927927927,bottleneck_strength_domestic,3.3333333333333335e-05
12107.897897897898,bottleneck_strength_domestic,3.3333333333333335e-05
12137.867867867868,bottleneck_strength_domestic,3.3333333333333335e-05
12167.837837837838,bottleneck_strength_domestic,3.3333333333333335e-05
12197.807807807807,bottleneck_strength_domestic,3.3333333333333335e-05
12227.777777777777,bottleneck_strength_domestic,3.3333333333333335e-05
12257.747747747748,bottleneck_strength_domestic,3.3333333333333335e-05
12287.717717717718,bottleneck_strength_domestic,3.3333333333333335e-05
12317.687687687689,bottleneck_strength_domestic,3.3333333333333335e-05
12347.657657657657,bottleneck_strength_domestic,3.3333333333333335e-05
12377.627627627628,bottleneck_strength_domestic,3.3333333333333335e-05
12407.597597597598,bottleneck_strength_domestic,3.3333333333333335e-05
12437.567567567568,bottleneck_strength_domestic,3.3333333333333335e-05
12467.537537537537,bottleneck_strength_domestic,3.3333333333333335e-05
12497.507507507507,bottleneck_strength_domestic,3.3333333333333335e-05
12527.477477477478,bottleneck_strength_domestic,3.3333333333333335e-05
12557.447447447448,bottleneck_strength_domestic,3.3333333333333335e-05
12587.417417417417,bottleneck_strength_domestic,3.3333333333333335e-05
12617.387387387387,bottleneck_strength_domestic,3.3333333333333335e-05
